"Active Licenses","Permit Number","BAN","Permit Status","POE Class Code","License Type","DBA Name","Street Address","City","State","Point","analysis_neighborhood","supervisor_district","police_district","data_as_of","data_loaded_at"
"POE","1833","1157507","Active","P23","Place of Entertainment","H&K PENINSULA LLC","3565 GEARY BLVD","San Francisco","CA","POINT (-122.457393 37.780974)","Lone Mountain/USF","2","RICHMOND","2025/10/01 11:33:12 AM","2025/10/10 08:05:31 AM"
"LLP","1834","1163365","Active",,,"SPLASH AT THRIVE CITY","191 WARRIORS WAY","San Francisco","CA","POINT (-122.387643 37.768005)","Mission Bay","6","BAYVIEW","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1835","0341117","Active",,,"BAMBOO RESTAURANT","1441 POLK ST","San Francisco","CA","POINT (-122.42088 37.7901)","Nob Hill","3","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1836","0424941","Active",,,"SAN FRANCISCO HI-LO CLUB","1423 POLK ST","San Francisco","CA","POINT (-122.4208395 37.789929)","Nob Hill","3","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1837","1159965","Active","P23","Place of Entertainment","Phonobar","370 GROVE ST","San Francisco","CA","POINT (-122.422536 37.778184)","Hayes Valley","5","NORTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"BP","1838","1165253","Active",,,"HUIQUN BILLIARD PARLOR","931 KEARNY ST","San Francisco","CA","POINT (-122.4053955 37.796445)","Chinatown","3","CENTRAL","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"LLP","1839","1151808","Active",,,"OTHERWISE BREWING","1402 GRANT AVE","San Francisco","CA","POINT (-122.407155 37.800027)","North Beach","3","CENTRAL","2025/04/02 11:24:36 AM","2025/10/10 08:05:31 AM"
"LLP","1840","1148146","Active",,,"ENSENADA RESTAURANT","4448 MISSION ST","San Francisco","CA","POINT (-122.43375 37.726569)","Outer Mission","11","INGLESIDE","2025/04/17 01:52:51 PM","2025/10/10 08:05:31 AM"
"BP","1841","0474382","Active",,,"BARBARY COAST","952 MISSION ST","San Francisco","CA","POINT (-122.4078705 37.782063)","South of Market","6","SOUTHERN","2025/03/28 03:06:35 PM","2025/10/10 08:05:31 AM"
"POE","1842","1164702","Active","P23","Place of Entertainment","GOEMON IZAKAYA KARAOKE BAR AND LOUNGE","3141 CLEMENT ST","San Francisco","CA","POINT (-122.49307098 37.781399017)","Outer Richmond","1","RICHMOND","2025/05/28 02:13:22 PM","2025/10/10 08:05:31 AM"
"FPAS","1843","0416455","Active",,,"IRISH BANK BAR & RESTAURANT","10 MARK LN","San Francisco","CA","POINT (-122.404671 37.79037)","Financial District/South Beach","3","CENTRAL","2025/04/02 11:22:02 AM","2025/10/10 08:05:31 AM"
"POE","1844","1133134","Active","P23","Place of Entertainment","BODEGA SF & THE FELIX","138 MASON ST","San Francisco","CA","POINT (-122.409365787 37.784741585)","Tenderloin","3","TENDERLOIN","2025/10/01 11:30:57 AM","2025/10/10 08:05:31 AM"
"LLP, BP","1845","1163692","Active",,,"KIITOS","200 CAPP ST","San Francisco","CA","POINT (-122.418576 37.763253)","Mission","9","MISSION","2025/05/07 01:56:10 PM","2025/10/10 08:05:31 AM"
"LLP","1846","0458413","Active",,,"TENDERLOIN MUSEUM ANNEX","835 LARKIN ST","San Francisco","CA","POINT (-122.4183015 37.785825)","Tenderloin","5","NORTHERN","2025/04/17 01:54:07 PM","2025/10/10 08:05:31 AM"
"LLP","1847","0470187","Active",,,"HI TOPS","2247 MARKET ST","San Francisco","CA","POINT (-122.431698 37.764891)","Castro/Upper Market","8","MISSION","2025/05/07 01:52:55 PM","2025/10/10 08:05:31 AM"
"LLP","1848","1119766","Active",,,"Afterwork Bar / 409 GOUGH STREET, LLC","409 GOUGH ST","San Francisco","CA","POINT (-122.423184 37.777122)","Hayes Valley","5","NORTHERN","2025/05/07 01:51:23 PM","2025/10/10 08:05:31 AM"
"LLP","1849","1162194","Active",,,"1945 RESTAURANT BAR & LOUNGE","5 LELAND AVE","San Francisco","CA","POINT (-122.4040545 37.711089)","Visitacion Valley","10","INGLESIDE","2025/06/04 01:54:04 PM","2025/10/10 08:05:31 AM"
"LLP","1850","1100569","Active",,,"MASTRO'S","399 GEARY ST","San Francisco","CA","POINT (-122.4096795 37.786968)","Tenderloin","3","TENDERLOIN","2025/05/07 01:48:40 PM","2025/10/10 08:05:31 AM"
"POE, EHP","1851","1168711","Active","P23","Place of Entertainment","THE CAFE","2369 MARKET ST","San Francisco","CA","POINT (-122.4343665 37.762848)","Castro/Upper Market","8","MISSION","2025/07/30 01:21:42 PM","2025/10/10 08:05:31 AM"
"FPAS","1852","0438574","Active",,,"BOUCHE","603 BUSH ST","San Francisco","CA","POINT (-122.4073395 37.790235)","Financial District/South Beach","3","CENTRAL","2025/05/22 02:38:30 PM","2025/10/10 08:05:31 AM"
"LLP","1853","1157668","Active",,,"GALINETTE","3560 TARAVAL ST","San Francisco","CA","POINT (-122.5044765 37.74204)","Sunset/Parkside","4","TARAVAL","2025/05/22 02:37:08 PM","2025/10/10 08:05:31 AM"
"LLP","1854","1160862","Active",,,"PUPUSERIA METAPAN 2","2778 24TH ST","San Francisco","CA","POINT (-122.407821 37.75311)","Mission","9","MISSION","2025/05/22 02:35:42 PM","2025/10/10 08:05:31 AM"
"FPAS","1855","1120513","Active",,,"Restaurant Nisei","2316 POLK ST","San Francisco","CA","POINT (-122.4219825 37.798146)","Russian Hill","3","NORTHERN","2025/06/04 01:57:27 PM","2025/10/10 08:05:31 AM"
"LLP","1856","1066288","Active",,,"True Laurel","753 ALABAMA ST","San Francisco","CA","POINT (-122.4112995 37.75932)","Mission","9","MISSION","2025/06/04 02:01:03 PM","2025/10/10 08:05:31 AM"
"LLP","1857","1118617","Active",,,"The Transamerica Redwood Park","600 MONTGOMERY ST","San Francisco","CA","POINT (-122.402745 37.795158)","Chinatown","3","CENTRAL","2025/08/05 02:27:26 PM","2025/10/10 08:05:31 AM"
"LLP","1858","1164356","Active",,,"SIDE A","2814 19TH ST","San Francisco","CA","POINT (-122.410332 37.76058)","Mission","9","MISSION","2025/07/18 11:00:40 AM","2025/10/10 08:05:31 AM"
"EHP, POE, BP","1859","1169223","Active","P23","Place of Entertainment","201 BODEGA NIGHT CLUB","201 9TH ST","San Francisco","CA","POINT (-122.4128295 37.775043)","South of Market","6","SOUTHERN","2025/07/18 10:57:02 AM","2025/10/10 08:05:31 AM"
"POE, EHP","1860","1162988","Active","P23","Place of Entertainment","THE MEDIA ROOM","582 MARKET ST","San Francisco","CA","POINT (-122.4016245 37.789533)","Financial District/South Beach","3","CENTRAL","2025/08/05 02:29:30 PM","2025/10/10 08:05:31 AM"
"POE, EHP","1862","1165371","Active","P23","Place of Entertainment","Castle SF","550 15TH ST","San Francisco","CA","POINT (-122.406228 37.76742)","Mission","6","MISSION","2025/08/14 03:12:59 PM","2025/10/10 08:05:31 AM"
"LLP","1863","0351816","Active",,,"RISTORANTE TI PIACERA","1507 POLK ST","San Francisco","CA","POINT (-122.4208755 37.790739)","Nob Hill","3","NORTHERN","2025/07/18 10:56:55 AM","2025/10/10 08:05:31 AM"
"POE","1864","1166556","Active","P23","Place of Entertainment","THE FOLD LLC","3359 26TH ST","San Francisco","CA","POINT (-122.4172665 37.748844)","Mission","9","MISSION","2025/08/21 08:50:45 PM","2025/10/10 08:05:31 AM"
"LLP","1865","1165320","Active",,,"FIFTY VARA LLC","1735 NORIEGA ST","San Francisco","CA","POINT (-122.482395 37.753731)","Sunset/Parkside","4","TARAVAL","2025/07/18 10:59:35 AM","2025/10/10 08:05:31 AM"
"LLP","1866","1100638","Active",,,"SABROSA / ROCKWELL","3200 FILLMORE ST","San Francisco","CA","POINT (-122.435703 37.799163)","Marina","2","NORTHERN","2025/08/08 09:39:33 AM","2025/10/10 08:05:31 AM"
"LLP","1867","1171086","Active",,,"MUDDY WATERS COFFEE & LOUNGE","521 VALENCIA ST","San Francisco","CA","POINT (-122.4215955 37.764513)","Mission","9","MISSION","2025/08/08 09:39:34 AM","2025/10/10 08:05:31 AM"
"LLP","1868","1164116","Active",,,"INDIGO","3321 STEINER ST","San Francisco","CA","POINT (-122.4380745 37.800027)","Marina","2","NORTHERN","2025/08/08 09:39:32 AM","2025/10/10 08:05:31 AM"
"POE","1869","1167512","Active","P23","Place of Entertainment","XEX","1131 POLK ST","San Francisco","CA","POINT (-122.420313 37.787472)","Nob Hill","3","NORTHERN","2025/08/18 11:28:50 AM","2025/10/10 08:05:31 AM"
"LLP","1870","1089492","Active",,,"CULTURA Y ARTE NATIVA DE LAS AMERICAS (CANA)","683 FLORIDA ST","San Francisco","CA","POINT (-122.4108585 37.76085)","Mission","9","MISSION","2025/09/23 12:57:00 PM","2025/10/10 08:05:31 AM"
"LLP","1871","1155476","Active",,,"S & E CAFE","2406 19TH AVE","San Francisco","CA","POINT (-122.475294 37.742859)","West of Twin Peaks","7","TARAVAL","2025/08/08 09:39:35 AM","2025/10/10 08:05:31 AM"
"LLP","1872","0478935","Active",,,"ANINA","482 HAYES ST","San Francisco","CA","POINT (-122.424363 37.776924)","Hayes Valley","5","NORTHERN","2025/09/23 12:51:14 PM","2025/10/10 08:05:31 AM"
"LLP","1873","0478935","Active",,,"BRASS TACKS",,"San Francisco","CA",,,,,"2025/09/23 12:52:10 PM","2025/10/10 08:05:31 AM"
"POE, BP","1874","1158073","Active","P23","Place of Entertainment","EL TREBOL SPORTS BAR #2","2919 16TH ST","San Francisco","CA","POINT (-122.4179235 37.764936)","Mission","9","MISSION","2025/09/23 12:46:52 PM","2025/10/10 08:05:31 AM"
"LLP","1875","0936732","Active",,,"PLAYA AZUL SEA FOOD REST & BAR","3318 MISSION ST","San Francisco","CA","POINT (-122.421465 37.743705)","Bernal Heights","9","INGLESIDE","2025/09/23 12:53:12 PM","2025/10/10 08:05:31 AM"
"LLP","1876","0455255","Active",,,"DUNYA BISTRO","1609 POLK ST","San Francisco","CA","POINT (-122.421132 37.791666)","Nob Hill","3","NORTHERN","2025/09/23 12:54:54 PM","2025/10/10 08:05:31 AM"
"LLP","1877","1099961","Active",,,"BLIND BUTCHER","4058A 18TH ST","San Francisco","CA","POINT (-122.4341685 37.761165)","Castro/Upper Market","8","MISSION","2025/09/23 12:55:54 PM","2025/10/10 08:05:31 AM"
"LLP","1878","1108577","Active",,,"THE LIBERTIES BAR AND RESTAURANT","998 GUERRERO ST","San Francisco","CA","POINT (-122.423553 37.755288)","Mission","8","MISSION","2025/09/23 12:50:07 PM","2025/10/10 08:05:31 AM"
"LLP","1879","0341342","Active",,,"RADIO HABANA CAFFE","1109 VALENCIA ST","San Francisco","CA","POINT (-122.420664 37.755162)","Mission","9","MISSION","2025/09/23 12:48:42 PM","2025/10/10 08:05:31 AM"
"BP","1881","1168454","Active",,,"THE HALL LLC","2565 MISSION ST","San Francisco","CA","POINT (-122.418468 37.756098)","Mission","9","MISSION","2025/08/05 02:29:44 PM","2025/10/10 08:05:31 AM"
"POE","1882","1171099","Active","P23","Place of Entertainment","SABOR GAUCHO","1500 BROADWAY","San Francisco","CA","POINT (-122.4221355 37.796211)","Russian Hill","3","NORTHERN","2025/09/26 03:33:24 PM","2025/10/10 08:05:31 AM"
"LLP","1883","1154036","Active",,,"Chac Mool Sports Bar Y Botanas","2199 MISSION ST","San Francisco","CA","POINT (-122.41908 37.762011)","Mission","9","MISSION","2025/09/23 12:46:52 PM","2025/10/10 08:05:31 AM"
"LLP, BP","1884","1166813","Active",,,"EL TREBOL SPORT BAR #2 & RESTAURANT","3088 24TH ST","San Francisco","CA","POINT (-122.413824 37.752642)","Mission","9","MISSION","2025/09/23 12:44:57 PM","2025/10/10 08:05:31 AM"
"LLP","1885","1152012","Active",,,"WOULD YOU BELIEVE","4652 GEARY BLVD","San Francisco","CA","POINT (-122.4694845 37.781055)","Inner Richmond","1","RICHMOND","2025/09/23 12:43:08 PM","2025/10/10 08:05:31 AM"
"LLP","1887","1161028","Active",,,"UNCLE PAUL'S CERAMICS NORTH BEACH","493 BROADWAY","San Francisco","CA","POINT (-122.405238 37.797876)","North Beach","3","CENTRAL","2025/09/23 12:42:19 PM","2025/10/10 08:05:31 AM"
"LLP","1888","1145765","Active",,,"YORK STREET COLLECTIVE","1100 VALENCIA ST","San Francisco","CA","POINT (-122.421222 37.75518)","Mission","9","MISSION","2025/09/25 12:57:44 PM","2025/10/10 08:05:31 AM"
"POE","1890","1161722","Active","P23","Place of Entertainment","LONG WEEKEND BAR","270 COLUMBUS AVE","San Francisco","CA","POINT (-122.406264 37.797759)","North Beach","3","CENTRAL","2025/09/23 12:40:42 PM","2025/10/10 08:05:31 AM"
"POE","1892","1159703","Active","P23","Place of Entertainment","BAR-BEES","4541 MISSION ST","San Francisco","CA","POINT (-122.4338895 37.725462)","Excelsior","11","INGLESIDE","2025/10/09 10:30:41 AM","2025/10/10 08:05:31 AM"
"BP","1893","1173337","Active",,,"THE BALLROOM","1349 MISSION ST","San Francisco","CA","POINT (-122.41521 37.775502)","South of Market","6","SOUTHERN","2025/09/25 01:53:32 PM","2025/10/10 08:05:31 AM"
"LLP","1894","1132853","Active",,,"PIGLET & CO.","2170 MISSION ST","San Francisco","CA","POINT (-122.4197055 37.762317)","Mission","9","MISSION","2025/10/09 10:32:21 AM","2025/10/10 08:05:31 AM"
"BP","196","0320879","Active",,,"Mission Street Bar","2695 MISSION ST","San Francisco","CA","POINT (-122.418261 37.754001)","Mission","9","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","201","0361720","Active","P23","Place of Entertainment","RICKSHAW STOP","155 FELL ST","San Francisco","CA","POINT (-122.420475 37.775988)","Hayes Valley","6","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","204","0329590","Active","P23","Place of Entertainment","Vanity Nightclub","412 BROADWAY","San Francisco","CA","POINT (-122.404141001 37.79821921)","North Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, BP","209","0428302","Active","P23","Place of Entertainment","O'Reilly's Pub (fka GALAXY CLUB - Milk Bar)","1840 HAIGHT ST","San Francisco","CA","POINT (-122.452605 37.769517)","Haight Ashbury","5","PARK","2025/07/29 01:36:33 PM","2025/10/10 08:05:31 AM"
"POE","215","0391042","Active","P23","Place of Entertainment","MISSION CULTURAL CENTER","2868 MISSION ST","San Francisco","CA","POINT (-122.418513 37.751022)","Mission","9","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","216","0935434","Active","P23","Place of Entertainment","IL Pirata Restaurant","2007 16TH ST","San Francisco","CA","POINT (-122.406858 37.765647)","Mission","10","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","218","0003188","Active","P23","Place of Entertainment","Bimbo's 365 Club","1025 COLUMBUS AVE","San Francisco","CA","POINT (-122.415678 37.803708)","Russian Hill","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","227","1040645","Active","P23","Place of Entertainment","The Polish Club Inc","3040 22ND ST","San Francisco","CA","POINT (-122.415219 37.755855)","Mission","9","MISSION","2025/09/26 01:48:32 PM","2025/10/10 08:05:31 AM"
"POE","232","0326990","Active","P23","Place of Entertainment","SF Marriott Hotel / The View","55 4TH ST","San Francisco","CA","POINT (-122.4044055 37.785402)","Financial District/South Beach","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","243","0312891","Active","P23","Place of Entertainment","Johnny Foley's Irish House","243 OFARRELL ST","San Francisco","CA","POINT (-122.4086715 37.786086)","Tenderloin","3","TENDERLOIN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","248","0488301","Active","P23","Place of Entertainment","Bay Area Longshoremen's","400 BEACH ST","San Francisco","CA","POINT (-122.415988729 37.807302184)","North Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","262","0316872","Active","P23","Place of Entertainment","CAFE CLAUDE","7 CLAUDE LN","San Francisco","CA","POINT (-122.4044055 37.789992)","Financial District/South Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","271","0173398","Active","P23","Place of Entertainment","New Delhi Restaurant","160 ELLIS ST","San Francisco","CA","POINT (-122.4090135 37.785465)","Tenderloin","5","TENDERLOIN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"BP","275","0915912","Active",,,"North Star Café","1560 POWELL ST","San Francisco","CA","POINT (-122.4104175 37.799217)","Chinatown","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","277","0381286","Active","P23","Place of Entertainment","SOMArts Cultural Center","934 BRANNAN ST","San Francisco","CA","POINT (-122.406588 37.771182)","South of Market","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","291","0909965","Active","P23","Place of Entertainment","University Club of S.F.","800 POWELL ST","San Francisco","CA","POINT (-122.409027 37.79235)","Chinatown","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, EHP","309","0142704","Active","P23","Place of Entertainment","Millennium / Larry Flynt's Hustler Club","1031 KEARNY ST","San Francisco","CA","POINT (-122.4057465 37.797588)","North Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","310","0310896","Active","P23","Place of Entertainment","21st Amendment Brewery Café, LLC","563 2ND ST","San Francisco","CA","POINT (-122.392476 37.78254)","Financial District/South Beach","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"BP, MAD","311",,"Active",,,"Finnegan's Wake","937 COLE ST","San Francisco","CA","POINT (-122.450166 37.765305)","Haight Ashbury","8","PARK","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"EHP","312","0475548","Active",,,"Pinecrest Restaurant","401 GEARY ST","San Francisco","CA","POINT (-122.409993149 37.787115624)","Tenderloin","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"BP","324","0946630","Active",,,"Kezar Pub","770 STANYAN ST","San Francisco","CA","POINT (-122.4529155 37.767888)","Haight Ashbury","8","PARK","2025/02/03 01:47:14 PM","2025/10/10 08:05:31 AM"
"POE","329","0201616","Active","P23","Place of Entertainment","THE RITZ-CARLTON SF","600 STOCKTON ST","San Francisco","CA","POINT (-122.407299 37.791801)","Financial District/South Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","334","0308705","Active","P23","Place of Entertainment","West Bay Conference Center","1290 FILLMORE ST","San Francisco","CA","POINT (-122.4318555 37.78128)","Western Addition","5","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"MAD, BP","343","0372663","Active",,,"Fizzee's Bar","3954 GEARY BLVD","San Francisco","CA","POINT (-122.461664564 37.781232662)","Inner Richmond","1","RICHMOND","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","347","0402628","Active","P23","Place of Entertainment","Dolores Park Café","501 DOLORES ST","San Francisco","CA","POINT (-122.425722 37.761327)","Mission","8","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"BP","348","0914365","Active",,,"International Cocktail Lounge","1000 COLUMBUS AVE","San Francisco","CA","POINT (-122.41512 37.803906)","North Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","350","0181031","Active","P23","Place of Entertainment","The Great American Music Hall","859 OFARRELL ST","San Francisco","CA","POINT (-122.4188325 37.784799)","Tenderloin","5","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"BP","374","0922760","Active",,,"Miraloma Club","749 PORTOLA DR","San Francisco","CA","POINT (-122.453747004 37.744256644)","West of Twin Peaks","7","INGLESIDE","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","377","0425504","Active","P23","Place of Entertainment","Yerba Buena Center for the Arts","701 MISSION ST","San Francisco","CA","POINT (-122.402052 37.786005)","Financial District/South Beach","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","378","0425504","Active","P23","Place of Entertainment","Yerba Buena Center for the Arts","700 HOWARD ST","San Francisco","CA","POINT (-122.400586072 37.784988442)","Financial District/South Beach","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","383","0325324","Active","P23","Place of Entertainment","Edinburgh Castle","950 GEARY ST","San Francisco","CA","POINT (-122.418946874 37.786025321)","Tenderloin","3","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","386","0377133","Active","P23","Place of Entertainment","Russian Center of San Francisco","2450 SUTTER ST","San Francisco","CA","POINT (-122.4409275 37.785411)","Pacific Heights","2","RICHMOND","2024/07/02 03:02:33 PM","2025/10/10 08:05:31 AM"
"EHP","387","0316515","Active",,,"Korean Village Restaurant","4611 GEARY BLVD","San Francisco","CA","POINT (-122.468747044 37.780728009)","Inner Richmond","1","RICHMOND","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, MAD, BP","390","1133166","Active","P23","Place of Entertainment","Savoy Tivoli","1434 GRANT AVE","San Francisco","CA","POINT (-122.4072135 37.800306)","North Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"EHP","398","0480540","Active",,,"Allstars Café","1500 MARKET ST","San Francisco","CA","POINT (-122.419548 37.77525)","Hayes Valley","6","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"MAD, BP","412","0391548","Active",,,"Cinnabar","397 ELLIS ST","San Francisco","CA","POINT (-122.412645 37.784781)","Tenderloin","5","TENDERLOIN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","418","0389178","Active","P23","Place of Entertainment","Jewish Community Center of S.F.","3200 CALIFORNIA ST","San Francisco","CA","POINT (-122.447232 37.787373)","Presidio Heights","2","RICHMOND","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"MAD","421","0363228","Active",,,"El Castillito Taqueria","2092 MISSION ST","San Francisco","CA","POINT (-122.419818 37.763631)","Mission","9","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"BP, EHP","423","0309244","Active",,,"El Farolito Taqueria","2777 MISSION ST","San Francisco","CA","POINT (-122.4181395 37.75266)","Mission","9","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"EHP","442","0160340","Active",,,"Los Panchos Restaurant","3206 MISSION ST","San Francisco","CA","POINT (-122.4203265 37.745478)","Bernal Heights","9","INGLESIDE","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"MAD, BP","453","0916639","Active",,,"SF Mix","4086 18TH ST","San Francisco","CA","POINT (-122.4345015 37.761147)","Castro/Upper Market","8","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","456","0309757","Active","P23","Place of Entertainment","Al-Masri Egyptian Restaurant","4031 BALBOA ST","San Francisco","CA","POINT (-122.502159 37.77525)","Outer Richmond","1","RICHMOND","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","462","0475917","Active","P23","Place of Entertainment","Southeast Community Facility","1800 OAKDALE AVE","San Francisco","CA","POINT (-122.394141 37.737054)","Bayview Hunters Point","10","BAYVIEW","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","464","0932947","Active","P23","Place of Entertainment","The Saloon","1232 GRANT AVE","San Francisco","CA","POINT (-122.407002 37.798569)","North Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","470",,"Active","P23","Place of Entertainment","Abbey Tavern","4100 GEARY BLVD","San Francisco","CA","POINT (-122.46329721 37.781147555)","Inner Richmond","1","RICHMOND","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","471","0376022","Active","P23","Place of Entertainment","SF Conservatory of Music","50 OAK ST","San Francisco","CA","POINT (-122.420268 37.775484)","Hayes Valley","6","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","472","0375394","Active","P23","Place of Entertainment","Pier 23 Café","23 PIER","San Francisco","CA","POINT (-122.399606976 37.803697017)","Financial District/South Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, BP","473","0917609","Active","P23","Place of Entertainment","PLOUGH & THE STARS, INC.","116 CLEMENT ST","San Francisco","CA","POINT (-122.4605295 37.783377)","Inner Richmond","1","RICHMOND","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","485","0937250","Active","P23","Place of Entertainment","Pachamama","1630 POWELL ST","San Francisco","CA","POINT (-122.410503 37.799766)","Chinatown","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","486","0348985","Active","P23","Place of Entertainment","White Rabbit","3138 FILLMORE ST","San Francisco","CA","POINT (-122.4355635 37.798704)","Marina","2","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","489","0475903","Active","P23","Place of Entertainment","St. George/Pathfinders, Inc.","6231 GEARY BLVD","San Francisco","CA","POINT (-122.486176455 37.779937883)","Outer Richmond","1","RICHMOND","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","496","0425070","Active","P23","Place of Entertainment","St. Mary's Cathedral","1111 GOUGH ST","San Francisco","CA","POINT (-122.425425 37.784466)","Western Addition","2","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"MAD","503","0308188","Active",,,"Powerhouse","1347 FOLSOM ST","San Francisco","CA","POINT (-122.412105 37.773045)","South of Market","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","520","1083234","Active","P23","Place of Entertainment","San Francisco Design Center","2 HENRY ADAMS ST","San Francisco","CA","POINT (-122.404048956 37.769686377)","Mission Bay","6","SOUTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE, BP","534","0449393","Active","P23","Place of Entertainment","Makeout Room","3225 22ND ST","San Francisco","CA","POINT (-122.4195345 37.755198)","Mission","9","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","535","0391847","Active","P23","Place of Entertainment","The Women's Building/Lesbian & Gay Insurrection","3543 18TH ST","San Francisco","CA","POINT (-122.4226305 37.761426)","Mission","9","MISSION","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"EHP","536","0939314","Active",,,"Napoli Pizza","1045 POLK ST","San Francisco","CA","POINT (-122.420097 37.786518)","Tenderloin","3","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","538","429331","Active","P23","Place of Entertainment","The Regency","1290 SUTTER ST","San Francisco","CA","POINT (-122.4213975 37.787859)","Nob Hill","3","NORTHERN","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"MAD","548","0074516","Active",,,"Geary Club","768 GEARY ST","San Francisco","CA","POINT (-122.415920271 37.78640946)","Tenderloin","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
"POE","560","0310875","Active","P23","Place of Entertainment","Merchants Exchange 15th Fl.","465 CALIFORNIA ST","San Francisco","CA","POINT (-122.402142 37.792557)","Financial District/South Beach","3","CENTRAL","2024/01/29 02:30:06 PM","2025/10/10 08:05:31 AM"
